disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
882,SEPSECS-related O-phosphoseryl-tRNA(Sec) selenium transferase deficiency,Selenocysteinyl-tRNA(Sec) synthase deficiency,Progressive cerebellocerebral atrophy; Pontocerebellar hypoplasia type 2D,PCH2D,SEPSECS,SEPSECS,,NA,613811,Autosomal Recessive,unknown,NA
883,TRPM6-related Epithelial magnesium transporter deficiency,Hypomagnesemia with secondary hypocalcemia,NA,HOMG1,TRPM6,TRPM6,,NA,602014,Autosomal Recessive,unknown,NA
884,FXYD2-related Sodium-potassium ATPase γ subunit deficiency,Autosomal dominant hypomagnesemia with hypocalciuria,Renal hypomagnesemia type 2,HOMG2,FXYD2,FXYD2,,NA,154020,Autosomal Dominant,unknown,NA
885,CLDN10-related Claudin 10 deficiency,"Hypohydrosis, electrolyte imbalance, lacrimal gland dysfunction, ichthyosis and xerostomia (HELIX) syndrome",HELIX syndrome,HELIX,CLDN10,CLDN10,,NA,617671,Autosomal Recessive,unknown,NA
886,CLDN16-related Claudin 16 deficiency,Familial hypomagnesemia with hypercalciuria and nephrocalcinosis type 1,Renal hypomagnesemia type 3,HOMG3,CLDN16,CLDN16,,NA,248250,Autosomal Recessive,unknown,NA
887,CLDN19-related Claudin 19 deficiency,Familial hypomagnesemia with hypercalciuria and nephrocalcinosis type 2,Renal hypomagnesemia type 5 with ocular involvement,HOMG5,CLDN19,CLDN19,,NA,248190,Autosomal Recessive,unknown,NA
888,CNNM2-related Cyclin M2 deficiency,Renal hypomagnesemia type 6,"Hypomagnesemia, seizures, and mental retardation",HOMG6,CNNM2,CNNM2,,NA,616418;613882,"Autosomal Dominant, Autosomal Recessive",unknown,NA
889,SLC12A3-related Sodium-chloride cotransporter deficiency,Gitelman syndrome,NA,GTLMNS,SLC12A3,SLC12A3,,NA,263800,Autosomal Recessive,unknown,1:40 000
890,"KCNJ10-related Epilepsy, ataxia, sensorineural deafness, tubulopathy (EAST) syndrome","Seizures, sensorineural deafness, ataxia, mental retardation, electrolyte imbalance (SeSAME) syndrome",NA,SESAMES,KCNJ10,KCNJ10,,NA,600791;612780,Autosomal Recessive,unknown,NA
891,LCT-related Lactase deficiency,Congenital alactasia,NA,CLD,LCT,LCT,,NA,223000,Autosomal Recessive,unknown,NA
892,G6PD-related Glucose-6-phosphate dehydrogenase deficiency,"Hemolytic anemia, G6PD deficient (favism)",NA,NA,G6PD,G6PD,,NA,300908,X-linked,unknown,NA
893,TKT-related Transketolase deficiency,"Short stature, developmental delay, and congenital heart defects",NA,"TKT, SDDHD",TKT,TKT,,NA,617044,Autosomal Recessive,unknown,NA
894,SHPK-related Sedoheptulose kinase deficiency,NA,NA,SHPKD,SHPK,SHPK,,NA,617213,Autosomal Recessive,unknown,NA
895,DCXR-related L-Xylulose reductase deficiency,Pentosuria,Xylitol dehydrogenase deficiency,"PNTSU, DCXR",DCXR,DCXR,,NA,260800,Autosomal Recessive,unknown,NA
896,HNF1B-related Hepatocyte nuclear factor-1beta deficiency,"Diabetes mellitus, noninsulin-dependent",NA,NIDDM,HNF1B,HNF1B,,NA,125853,Autosomal Dominant,unknown,NA
897,INS-related Maturity-onset diabetes of the young type 10,Primary congenital insulin deficiency,Permanent neonatal diabetes mellitus,MODY10,INS,INS,,NA,613370,Autosomal Dominant,unknown,NA
898,INS-related Proinsulin cleavage deficiency,Hyperproinsulinemia,NA,NA,INS,INS,,NA,616214,Autosomal Dominant,unknown,NA
899,PDX1-related Maturity-onset diabetes of the young type 4,nsulin promoter factor 1 deficiency,Pancreatic agenesis (recessive) I,NA,PDX1,PDX1,,NA,606392;260370,Autosomal Recessive,unknown,NA
900,NEUROD1-related Maturity-onset diabetes of the young type 6,Neurogenic differentiation factor 1 deficiency,NA,MODY6,NEUROD1,NEUROD1,,NA,606394,"Autosomal Dominant, Autosomal Recessive",unknown,NA
901,KLF11-related Maturity-onset diabetes of the young type 7,Krüppel-like factor 11 deficiency,NA,MODY7,KLF11,KLF11,,NA,610508,Autosomal Dominant,unknown,NA
902,PAX4-related Maturity-onset diabetes of the young type 9,NA,NA,MODY9,PAX4,PAX4,,NA,612225,Autosomal Dominant,unknown,NA
903,BLK-related Maturity-onset diabetes of the young type 11,NA,NA,MODY11,BLK,BLK,,NA,613375,Autosomal Dominant,unknown,NA
904,APPL1-related Maturity-onset diabetes of the young type 14,NA,NA,MODY14,APPL1,APPL1,,NA,616511,Autosomal Dominant,unknown,NA
905,AKT2-related Serine/threonine kinase superactivity,Hypoinsulinemic hypoglycemia with hemihypertrophy,NA,HIHGHH,AKT2,AKT2,,NA,240900,Autosomal Dominant,unknown,NA
906,RFX6-related Maturity-onset diabetes of the young,Maturity-onset diabetes of the young (dominant),Mitchell-Riley syndrome (recessive),MTCHRS,RFX6,RFX6,,NA,615710,"Autosomal Dominant, Autosomal Recessive",unknown,NA
907,RBCK1-related HOIL1 deficiency,Polyglucosan body myopathy type 1,NA,PGBM1,RBCK1,RBCK1,,NA,615895,Autosomal Recessive,unknown,NA
908,EPM2A-related Laforin deficiency,Progressive myoclonic epilepsy type 2A,Lafora disease,EPM2A,EPM2A,EPM2A,,NA,254780,Autosomal Recessive,unknown,NA
909,NHLRC1-related Malin deficiency,Progressive myoclonic epilepsy type 2B (Lafora),NA,MELF,NHLRC1,NHLRC1,,NA,254780,Autosomal Recessive,unknown,NA
910,PCK1-related Cytosolic phosphoenolpyruvate carboxykinase deficiency,NA,NA,PCKDC,PCK1,PCK1,,NA,261680,Autosomal Recessive,unknown,NA
911,HK1-related Hemolytic anemia due to hexokinase 1 deficiency,NA,NA,NA,HK1,HK1,,NA,235700,Autosomal Recessive,unknown,NA
912,"HK1-related Hereditary motor and sensory neuropathy, Russe type",Charcot-Marie-Tooth disease type 4G,NA,NA,HK1,HK1,,NA,605285,Autosomal Recessive,unknown,NA
913,HK1-related Retinitis pigmentosa type 79,NA,NA,RP79,HK1,HK1,,NA,617460,Autosomal Dominant,unknown,NA
914,GPI-related Glucose-6-phosphate isomerase deficiency,"Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency",NA,MRT42,GPI,GPI,,NA,615802,Autosomal Recessive,unknown,NA
915,PKLR-related Pyruvate kinase deficiency,NA,NA,NA,PKLR,PKLR,,NA,266200,Autosomal Recessive,unknown,NA
916,LDHB-related Lactate dehydrogenase B deficiency,NA,NA,NA,LDHB,LDHB,,NA,614128,"Autosomal Dominant, Autosomal Recessive",unknown,NA
917,MPC1-related Mitochondrial pyruvate carrier deficiency,NA,NA,NA,MPC1,MPC1,,NA,614741,Autosomal Recessive,unknown,NA
918,PDK3-related Pyruvate dehydrogenase kinase isoenzyme 3 superactivity,"Charcot-Marie-Tooth disease, X-linked dominant, 6",NA,CMTX6,PDK3,PDK3,,NA,300905,X-linked,unknown,NA
919,ACO2-related Mitochondrial aconitase deficiency,Infantile cerebellar-retinal degeneration,NA,ICRD,ACO2,ACO2,,NA,614559,Autosomal Recessive,unknown,NA
920,IDH3B-related Mitochondrial NADPH-dependent isocitrate dehydrogenase 3 betta subunit deficiency,Retinitis pigmentosa 46,NA,RP46,IDH3B,IDH3B,,NA,612572,Autosomal Recessive,unknown,NA
921,MDH2-related Mitochondrial malate dehydrogenase deficiency,Early infantile epileptic encephalopathy type 51,NA,EIEE51,MDH2,MDH2,,NA,617339,Autosomal Recessive,unknown,NA
922,SLC25A4-related Adenine nucleotide translocator deficiency AR,Mitochondrial DNA depletion syndrome type 12 (cardiomyopathic type),NA,NA,SLC25A4,SLC25A4,,NA,615418,Autosomal Recessive,unknown,NA
923,GPD1-related Cytosolic glycerol-3-phosphate dehydrogenase deficiency,Transient infantile hypertriglyceridemia,NA,HTGTI,GPD1,GPD1,,NA,614480,Autosomal Recessive,unknown,NA
924,SLC25A1-related Mitochondrial citrate carrier deficiency,Combined D-2- and L-2-hydroxyglutaric aciduria,NA,D2L2AD,SLC25A1,SLC25A1,,NA,615182,Autosomal Recessive,unknown,NA
925,SLC25A24-related Mitochondrial ATP-Mg-phosphate transporter deficiency,Gorlin-Chaudhry-Moss syndrome,Fontaine syndrome,FPS,SLC25A24,SLC25A24,,NA,612289,Autosomal Dominant,unknown,NA
926,NDUFB8-related NADH dehydrogenase beta subcomplex subunit 8 deficiency,"Mitochondrial complex I deficiency, nuclear type 32",NA,MC1DN32,NDUFB8,NDUFB8,,NA,602140,Autosomal Recessive,unknown,NA
927,"NUBPL-related Mitochondrial complex I deficiency, nuclear type 21 deficiency",NA,NA,MC1DN21,NUBPL,NUBPL,,NA,618242,Autosomal Recessive,unknown,NA
928,"SDHB-related Succinate dehydrogenase subunit B deficiency, tumoral phenotype",Paragangliomas 4,NA,PGL4,SDHB,SDHB,,NA,185470,Autosomal Dominant,unknown,NA
929,SDHB-related Succinate dehydrogenase subunit B deficiency,"Mitochondrial complex II deficiency, nuclear type 4",NA,MC2DN4,SDHB,SDHB,,NA,619224,Autosomal Recessive,unknown,NA
930,"SDHC-related Succinate dehydrogenase subunit C deficiency, tumoral phenotype",Hereditary paraganglioma syndrome type 3,NA,PGL3,SDHC,SDHC,,NA,605373,Autosomal Dominant,unknown,NA
931,SDHD-related Succinate dehydrogenase subunit D deficiency,NA,NA,NA,SDHD,SDHD,,NA,252011,Autosomal Recessive,unknown,NA
932,"SDHD-related Succinate dehydrogenase subunit D deficiency, tumoral phenotype",Hereditary paraganglioma syndrome type 1,Cowden syndrome type 3,NA,SDHD,SDHD,,NA,168000;171300,Autosomal Dominant,unknown,NA
933,"SDHAF2-related Succinate dehydrogenase complex assembly factor 2 deficiency, tumoral phenotype",Hereditary paraganglioma syndrome type 2,NA,PGL2,SDHAF2,SDHAF2,,NA,601650,Autosomal Dominant,unknown,NA
934,TACO1-related Mitochondrial complex IV deficiency deficiency,NA,NA,NA,TACO1,TACO1,,NA,220110,Autosomal Recessive,unknown,NA
935,"PET100-related Mitochondrial complex IV deficiency, nuclear type 12 deficiency",NA,NA,NA,PET100,PET100,,NA,619055,Autosomal Recessive,unknown,NA
936,FASTKD2-related Fast kinase domain-containing protein 3 deficiency,NA,NA,NA,FASTKD2,FASTKD2,,NA,220110,Autosomal Recessive,unknown,NA
937,COA8-related APOT1 apoptogenic protein 1 deficiency,"Mitochondrial complex IV deficiency, nuclear type 17",NA,NA,COA8,COA8,,NA,619061,Autosomal Recessive,unknown,NA
939,ATP5F1D-related Mitochondrial ATP synthase F1 subunit δ deficiency,NA,NA,NA,ATP5F1D,ATP5F1D,,NA,603150,Autosomal Recessive,unknown,NA
942,POLG2-related Mitochondrial DNA polymerase gamma accessory subunit deficiency,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4",adPEO with mitochondrial DNA deletions type 4B,MTDPS4B,POLG2,POLG2,,NA,610131,Autosomal Dominant,unknown,NA
943,MPV17-related Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),Mitochondrial DNA depletion syndrome 6 (hepatocerebral type),Navajo neurohepatopathy,MTDPS6,MPV17,MPV17,,NA,256810,Autosomal Recessive,unknown,NA
944,TWNK-related Mitochondrial DNA helicase deficiency,Mitochondrial DNA depletion syndrome type 7; Perrault syndrome type 5,arPEO with mitochondrial DNA deletions type 5,NA,TWNK,TWNK,,NA,271245;616138,Autosomal Recessive,unknown,NA
945,DNA2-related Helicase deficiency,adPEO with mitochondrial DNA deletions type 6,NA,NA,DNA2,DNA2,,NA,615156,Autosomal Dominant,unknown,NA
946,RNASEH1-related Mitochondrial ribonuclease H1 deficiency,arPEO with mitochondrial DNA deletions type 2,NA,NA,RNASEH1,RNASEH1,,NA,615156,Autosomal Recessive,unknown,NA
947,MGME1-related Mitochondrial genome maintenance exonuclease 1 deficiency,Mitochondrial DNA depletion syndrome type 11,NA,MTDPS11,MGME1,MGME1,,NA,615084,Autosomal Recessive,unknown,NA
948,FBXL4-related Mitochondrial DNA depletion syndrome type 13,NA,NA,MTDPS13,FBXL4,FBXL4,,NA,615471,Autosomal Recessive,unknown,NA
949,PNPT1-related Mitochondrial RNA import protein deficiency,Combined oxidative phosphorylation deficiency type 13,"Deafness, autosomal recessive 70",NA,PNPT1,PNPT1,,NA,614932;614934,Autosomal Recessive,unknown,NA
950,TRMT10C-related Ribonuclease P 5' tRNA processing enzyme deficiency,Combined oxidative phosphorylation deficiency 30,NA,COXPD30,TRMT10C,TRMT10C,,NA,616974,Autosomal Recessive,unknown,NA
951,ELAC2-related Ribonuclease Z 3' tRNA processing enzyme deficiency,Combined oxidative phosphorylation deficiency 17,NA,COXPD17,ELAC2,ELAC2,,NA,615440,Autosomal Recessive,unknown,NA
952,MTPAP-related Mitochondrial poly(A) polymerase deficiency,Spastic ataxia 4,NA,SPAX4,MTPAP,MTPAP,,NA,613672,Autosomal Recessive,unknown,NA
953,TRNT1-related CCA-adding tRNA-nucleotidyltransferase deficiency,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay (severe)",Retinitis pigmentosa and erythrocytic microcytosis (milder),RPEM,TRNT1,TRNT1,,NA,616959,Autosomal Recessive,unknown,NA
954,MTFMT-related Mitochondrial methionyl-tRNA formyltransferase deficiency,Combined oxidative phosphorylation deficiency type 15,NA,COXPD15,MTFMT,MTFMT,,NA,614947,Autosomal Recessive,unknown,NA
955,GTPBP3-related tRNA 5-taurinomethyluridine modifier deficiency,Combined oxidative phosphorylation deficiency type 23,NA,COXPD23,GTPBP3,GTPBP3,,NA,616198,Autosomal Recessive,unknown,NA
956,MTO1-related tRNA 5-carboxymethylaminomethyl transferase deficiency,Combined oxidative phosphorylation deficiency type 10,NA,COXPD10,MTO1,MTO1,,NA,614702,Autosomal Recessive,unknown,NA
957,TRIT1-related tRNA isopentenyl transferase deficiency,Combined oxidative phosphorylation deficiency 35,NA,COXPD35,TRIT1,TRIT1,,NA,617873,Autosomal Recessive,unknown,NA
958,TRMT5-related tRNA methyltransferase 5 deficiency,Combined oxidative phosphorylation deficiency type 26,NA,COXPD26,TRMT5,TRMT5,,NA,616539,Autosomal Recessive,unknown,NA
959,MRPL3-related Mitochondrial RNA-processing endoribonuclease deficiency,Cartilage-hair hypoplasia; Metaphyseal dysplasia without hypotrichosis,Anauxetic dysplasia type 1,NA,RMRP,RMRP,,NA,607095;250250;250460,Autosomal Recessive,unknown,NA
960,MRPL3-related Mitochondrial ribosomal large subunit 3 deficiency,Combined oxidative phosphorylation deficiency type 9,NA,COXPD9,MRPL3,MRPL3,,NA,614582,Autosomal Recessive,unknown,NA
961,MRPL44-related Mitochondrial ribosomal large subunit 44 deficiency,Combined oxidative phosphorylation deficiency type 16,NA,COXPD16,MRPL44,MRPL44,,NA,615395,Autosomal Recessive,unknown,NA
962,MRPS34-related Mitochondrial ribosomal small subunit 34 deficiency,Combined oxidative phosphorylation deficiency type 32,NA,COXPD32,MRPS34,MRPS34,,NA,617664,Autosomal Recessive,unknown,NA
963,MT-RNR2-related Mitochondrial ribosomal RNA 16S deficiency,NA,NA,NA,MT-RNR2,MT-RNR2,,NA,561010,Mitochondrial,unknown,NA
964,RMND1-related Combined oxidative phosphorylation deficiency type 11,NA,NA,COXPD11,RMND1,RMND1,,NA,614922,Autosomal Recessive,unknown,NA
965,GFM2-related Mitochondrial elongation factor G2 deficiency,NA,NA,NA,GFM2,GFM2,,NA,606544,Autosomal Recessive,unknown,NA
966,MT-TA-related Mitochondrial tRNA(Ala) deficiency,NA,NA,MTTA,MT-TA,MT-TA,,NA,590000,Mitochondrial,unknown,NA
967,MT-TR-related Mitochondrial tRNA(Arg) deficiency,NA,NA,MITTR,MT-TR,MT-TR,,NA,590005,Mitochondrial,unknown,NA
968,MT-TN-related Mitochondrial tRNA(Asn) deficiency,NA,NA,MITTN,MT-TN,MT-TN,,NA,590010,Mitochondrial,unknown,NA
969,MT-TD-related Mitochondrial tRNA(Asp) deficiency,NA,NA,MITTD,MT-TD,MT-TD,,NA,590015,Mitochondrial,unknown,NA
970,MT-TC-related Mitochondrial tRNA(Cys) deficiency,NA,NA,MITTC,MT-TC,MT-TC,,NA,590020,Mitochondrial,unknown,NA
972,MT-TQ-related Mitochondrial tRNA(Gln) deficiency,NA,NA,MITTQ,MT-TQ,MT-TQ,,NA,590030,Mitochondrial,unknown,NA
973,MT-TG-related Mitochondrial tRNA(Gly) deficiency,NA,NA,MITTG,MT-TG,MT-TG,,NA,590035,Mitochondrial,unknown,NA
974,MT-TH-related Mitochondrial tRNA(His) deficiency,NA,NA,MITTH,MT-TH,MT-TH,,NA,590040,Mitochondrial,unknown,NA
975,MT-TI-related Mitochondrial tRNA(Ile) deficiency,NA,NA,MITTI,MT-TI,MT-TI,,NA,590045,Mitochondrial,unknown,NA
976,MT-TL1-related Mitochondrial tRNA(Leu) 1 deficiency,NA,NA,MITTL1,MT-TL1,MT-TL1,,NA,590050,Mitochondrial,unknown,NA
977,MT-TL2-related Mitochondrial tRNA(Leu) 2 deficiency,NA,NA,MITTL2,MT-TL2,MT-TL2,,NA,590055,Mitochondrial,unknown,NA
978,MT-TK-related Mitochondrial tRNA(Lys) deficiency,NA,NA,MITTK,MT-TK,MT-TK,,NA,590060,Mitochondrial,unknown,NA
979,MT-TM-related Mitochondrial tRNA(Met) deficiency,NA,NA,MITTM,MT-TM,MT-TM,,NA,590065,Mitochondrial,unknown,NA
980,MT-TF-related Mitochondrial tRNA(Phe) deficiency,NA,NA,MITTF,MT-TF,MT-TF,,NA,590070,Mitochondrial,unknown,NA
981,MT-TP-related Mitochondrial tRNA(Pro) deficiency,NA,NA,MITTP,MT-TP,MT-TP,,NA,590075,Mitochondrial,unknown,NA
982,MT-TS1-related Mitochondrial tRNA(Ser) 1 deficiency,NA,NA,MITTS1,MT-TS1,MT-TS1,,NA,590080,Mitochondrial,unknown,NA
983,MT-TS2-related Mitochondrial tRNA(Ser) 2 deficiency,NA,NA,MITTS2,MT-TS2,MT-TS2,,NA,590085,Mitochondrial,unknown,NA
985,MT-TW-related Mitochondrial tRNA(Trp) deficiency,NA,NA,MITTW,MT-TW,MT-TW,,NA,590095,Mitochondrial,unknown,NA
986,MT-TY-related Mitochondrial tRNA(Tyr) deficiency,NA,NA,MITTY,MT-TY,MT-TY,,NA,590100,Mitochondrial,unknown,NA
987,MT-TV-related Mitochondrial tRNA(Val) deficiency,NA,NA,MITTV,MT-TV,MT-TV,,NA,590105,Mitochondrial,unknown,NA
988,AARS2-related Mitochondrial alanyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 8,Progressive leukoencephalopathy with ovarian failure,COXPD8; LKENP,AARS2,AARS2,,NA,614096;615889,Autosomal Recessive,unknown,NA
989,RARS2-related Mitochondrial arginyl-tRNA synthetase deficiency,Pontocerebellar hypoplasia type 6,NA,PCH6,RARS2,RARS2,,NA,611523,Autosomal Recessive,unknown,NA
990,NARS2-related Mitochondrial asparaginyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 24,NA,COXPD24,NARS2,NARS2,,NA,616239,Autosomal Recessive,unknown,NA
991,CARS2-related Mitochondrial cysteinyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 27,NA,COXPD27,CARS2,CARS2,,NA,616672,Autosomal Recessive,unknown,NA
992,EARS2-related Mitochondrial glutamyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 12,NA,COXPD12,EARS2,EARS2,,NA,614924,Autosomal Recessive,unknown,NA
993,HARS2-related Mitochondrial histidyl-tRNA synthetase deficiency,Perrault syndrome type 2,NA,PRLTS2,HARS2,HARS2,,NA,614926,Autosomal Recessive,unknown,NA
994,IARS2-related Mitochondrial isoleucyl-tRNA synthetase deficiency,"Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia",NA,CAGSSS,IARS2,IARS2,,NA,616007,Autosomal Recessive,unknown,NA
995,LARS2-related Mitochondrial leucyl-tRNA synthetase deficiency,Perrault syndrome type 4,NA,PRLTS4,LARS2,LARS2,,NA,615300,Autosomal Recessive,unknown,NA
996,MARS2-related Mitochondrial methionyl-tRNA synthetase deficiency,Autosomal recessive spastic ataxia type 3,NA,SPAX3,MARS2,MARS2,,NA,611390,Autosomal Recessive,unknown,NA
997,FARS2-related Mitochondrial phenylalanyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 14,NA,COXPD14,FARS2,FARS2,,NA,614946,Autosomal Recessive,unknown,NA
998,SARS2-related Mitochondrial seryl-tRNA synthetase deficiency,"Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis",NA,HUPRA,SARS2,SARS2,,NA,613845,Autosomal Recessive,unknown,NA
999,VARS2-related Mitochondrial valyl-tRNA synthetase deficiency,Combined oxidative phosphorylation deficiency type 20,NA,COXPD20,VARS2,VARS2,,NA,615917,Autosomal Recessive,unknown,NA
1000,WARS2-related Mitochondrial tryptophanyl-tRNA synthetase deficiency,"Mitochondrial neurodevelopmental disorder with abnormal movements and lactic acidosis, with or without seizures (NEMMLAS)",NA,NEMMLAS,WARS2,WARS2,,NA,617710,Autosomal Recessive,unknown,NA
1001,GARS-related Mitochondrial and cytoplasmic glycil-tRNA synthetase deficiency,Charcot-Marie-Tooth disease type 2D,Distal hereditary motor neuronopathy type 5A,CMT2D; HMN5A,GARS,GARS,,NA,601472;600794,Autosomal Dominant,unknown,NA
1003,PTRH2-related Peptidyl-tRNA hydrolase 2 deficiency,"Infantile-onset multisystem neurologic, endocrine, and pancreatic disease",NA,IMNEPD,PTRH2,PTRH2,,NA,616263,Autosomal Recessive,unknown,NA
1004,MFF-related Mitochondrial fission factor deficiency,Encephalopathy due to defective mitochondrial and peroxisomal fission type 2,NA,EMPF2,MFF,MFF,,NA,617086,Autosomal Recessive,unknown,NA
1005,GDAP1-related Axonal Charcot-Marie-Tooth type 2K,Demyelinating Charcot-Marie-Tooth disease type 4A,NA,CMT2K; CMT4A,GDAP1,GDAP1,,NA,607831;214400,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1006,STAT2-related Immunodeficiency type 44,NA,NA,IMD44,STAT2,STAT2,,NA,616636,Autosomal Recessive,unknown,NA
1007,SLC25A46-related UGO-1 like protein deficiency,Hereditary motor and sensory neuropathy type 6B,NA,HMSN6B,SLC25A46,SLC25A46,,NA,616505,Autosomal Recessive,unknown,NA
1008,MFN2-related Mitofusin 2-related disorder,Axonal Charcot-Marie-Tooth type 2A2A and 2A2B,NA,CMT2A2A; CMT2A2B,MFN2,MFN2,,NA,609260;617087,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1009,MSTO1-related Mitochondrial myopathy and ataxia,NA,NA,MMYAT,MSTO1,MSTO1,,NA,617675,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1010,AGK-related Acylglycerol kinase deficiency,Sengers syndrome,"Cataract 38, autosomal recessive",NA,AGK,AGK,,NA,212350;614691,Autosomal Recessive,unknown,NA
1011,PNPLA8-related Mitochondrial myopathy with lactic acidosis,NA,NA,MMLA,PNPLA8,PNPLA8,,NA,251950,Autosomal Recessive,unknown,NA
1012,TIMM14-related 3-Methylglutaconic aciduria type 5 deficiency,Dilated cardiomyopathy with ataxia (DCMA syndrome),NA,MGCA5,DNAJC19,DNAJC19,,NA,610198,Autosomal Recessive,unknown,NA
1014,"GFER-related Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay",NA,NA,NA,GFER,GFER,,NA,613076,Autosomal Recessive,unknown,NA
1015,PAM16-related MAGMAS deficiency,"Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type",NA,SMDMDM,PAM16,PAM16,,NA,613320,Autosomal Recessive,unknown,NA
1016,PMPCA-related Mitochondrial processing peptidase alpha deficiency,Autosomal recessive spinocerebellar ataxia type 2,NA,SCAR2,PMPCA,PMPCA,,NA,213200,Autosomal Recessive,unknown,NA
1017,MIPEP-related Mitochondrial intermediate peptidase deficiency,Combined oxidative phosphorylation deficiency type 31,COXPD31,NA,MIPEP,MIPEP,,NA,617228,Autosomal Recessive,unknown,NA
1018,"CLPB-related 3-Methylglutaconic aciduria type 7, with cataracts, neurologic involvement and neutropenia",NA,NA,MEGCANN,CLPB,CLPB,,NA,616271,Autosomal Recessive,unknown,NA
1019,CLPP-related Perrault syndrome type 3,NA,NA,PRLTS3,CLPP,CLPP,,NA,614129,Autosomal Recessive,unknown,NA
1020,"LONP1-related Cerebral, ocular, dental, auricular, and skeletal (CODAS) syndrome",NA,NA,NA,LONP1,LONP1,,NA,600373,Autosomal Recessive,unknown,NA
1021,"HSPA9-related Epiphyseal, vertebral, ear, nose, plus associated malformations (EVEN-plus) syndrome",NA,Sideroblastic anemia type 4,SIDBA4,HSPA9,HSPA9,,NA,182170,Autosomal Recessive,unknown,NA
1022,HSP60-related Hypomyelinating leukodystrophy type 4,NA,NA,HLD4; SPG13,HSPD1,HSPD1,,NA,612233;605280,Autosomal Recessive,unknown,NA
1023,SACS-related Sacsin deficiency,Autosomal recessive spastic ataxia of Charlevoix-Saguenay,NA,SACS,SACS,SACS,,NA,270550,Autosomal Recessive,unknown,NA
1024,AFG3L2-related m-AAA protease subunit deficiency,Autosomal recessive spastic ataxia type 5,Spinocerebellar ataxia type 28,SPAX5; SCA28,AFG3L2,AFG3L2,,NA,614487;610246,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1025,SPG7-related Paraplegin deficiency,Spastic paraplegia type 7,NA,SPG7,SPG7,SPG7,,NA,607259,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1026,HTRA2-related 3-Methylglutaconic aciduria type 8,NA,NA,MGCA8,HTRA2,HTRA2,,NA,617248,Autosomal Recessive,unknown,NA
1027,PRKN-related Parkin deficiency,Early-onset Parkinson disease type 2,NA,PARK2,PRKN,PRKN,,NA,600116,Autosomal Recessive,unknown,NA
1028,PINK1-related Early-onset Parkinson disease type 6,NA,NA,PARK6,PINK1,PINK1,,NA,605909,Autosomal Recessive,unknown,NA
1029,USP9X-related Mental retardation 99,X-linked mental retardation type 99,NA,MRX99,USP9X,USP9X,,NA,300919,X-linked,unknown,NA
1030,VCP-related Valosin-containing protein superactivity,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia type 1,NA,IBMPFD1,VCP,VCP,,NA,167320,Autosomal Dominant,unknown,NA
1031,SFXN4-related Sideroflexin 4 deficiency,Combined oxidative phosphorylation deficiency type 18,NA,COXPD18,SFXN4,SFXN4,,NA,615578,Autosomal Recessive,unknown,NA
1032,ATAD3A-related Harel-Yoon syndrome,NA,NA,HAYOS,ATAD3A,ATAD3A,,NA,617183,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1033,TMEM126A-related Transmembrane protein 126A deficiency,Optic atrophy type 7,NA,OPA7,TMEM126A,TMEM126A,,NA,612989,Autosomal Recessive,unknown,NA
1034,C1QBP-related C1q binding protein deficiency,Combined oxidative phosphorylation deficiency type 33,NA,COXPD33,C1QBP,C1QBP,,NA,617713,Autosomal Recessive,unknown,NA
1035,TRAK1-related Trafficking kinesin-binding protein 1 deficiency,"Epileptic encephalopathy, early infantile, 68",NA,NA,TRAK1,TRAK1,,NA,608112,Autosomal Recessive,unknown,NA
1036,MICU1-related Mitochondrial calcium uniporter 1 deficiency,Myopathy with extrapyramidal signs,NA,MPXPS,MICU1,MICU1,,NA,615673,Autosomal Recessive,unknown,NA
1037,RTN4IP1-related Nogo-interacting mitochondrial protein deficiency,Optic atrophy 10,NA,OPA10,RTN4IP1,RTN4IP1,,NA,616732,Autosomal Recessive,unknown,NA
1038,COQ4-related Coenzyme Q4 deficiency,Primary coenzyme Q10 deficiency type 7,NA,COQ10D7,COQ4,COQ4,,NA,616276,Autosomal Recessive,unknown,NA
